L 08/13/2021 - 00:02:32: SourceMod log file session started (file "/home/k26606_s20329/server_20329/left4dead2/addons/sourcemod/logs/L20210813.log") (Version "1.10.0.6494")
L 08/13/2021 - 00:02:32: [optional/l4d2lib.smx] [MI] MapInfo for dm1_suburbs is missing.
L 08/13/2021 - 00:02:32: [confoglcompmod.smx] [MI] MapInfo for dm1_suburbs is missing.
L 08/13/2021 - 17:00:53: [optional/kether/l4d2_skill_detect.smx] Clear: 3 freed 3 from 9: time: -1.00 / 0.32 -- class: smoker (with shove? 1)
L 08/13/2021 - 17:01:17: [optional/kether/l4d2_skill_detect.smx] Charge carry start: 7 - 1 -- time: 435.92
L 08/13/2021 - 17:01:19: [optional/kether/l4d2_skill_detect.smx] Clear: 4 freed 1 from 7: time: 0.59 / 1.79 -- class: charger (with shove? 0)
L 08/13/2021 - 17:01:21: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 7 - 1 - flags: 1 (alive? 1)
L 08/13/2021 - 17:01:21: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 7 - 3 - flags: 0 (alive? 1)
L 08/13/2021 - 17:01:38: [optional/kether/l4d2_skill_detect.smx] Clear: 1 freed 6 from 9: time: -1.00 / 1.25 -- class: smoker (with shove? 0)
L 08/13/2021 - 17:02:15: [optional/kether/l4d2_skill_detect.smx] Witch Crown Check: crown shot: 893, harrassed: 0 (full health: 1000 / drawthresh: 500 / oneshot 1)
L 08/13/2021 - 17:02:17: [optional/kether/l4d2_skill_detect.smx] Clear: 6 freed 1 from 2: time: 1.43 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 17:03:23: [optional/kether/l4d2_skill_detect.smx] Clear: 6 freed 4 from 7: time: 1.31 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 17:04:09: [optional/kether/l4d2_skill_detect.smx] Clear: 3 freed 1 from 5: time: 0.65 / 0.67 -- class: smoker (with shove? 1)
L 08/13/2021 - 17:04:13: [optional/kether/l4d2_skill_detect.smx] Clear: 1 freed 6 from 2: time: 6.79 / -1.00 -- class: jockey (with shove? 0)
L 08/13/2021 - 17:04:46: [optional/kether/l4d2_skill_detect.smx] Charge carry start: 2 - 1 -- time: 644.00
L 08/13/2021 - 17:04:47: [optional/kether/l4d2_skill_detect.smx] Clear: 3 freed 1 from 2: time: 1.05 / 1.82 -- class: charger (with shove? 0)
L 08/13/2021 - 17:04:48: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 2 - 1 - flags: 1 (alive? 1)
L 08/13/2021 - 17:05:01: [optional/kether/l4d2_skill_detect.smx] Clear: 1 freed 3 from 5: time: 8.50 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 17:05:17: [optional/kether/l4d2_skill_detect.smx] Clear: 1 freed 4 from 7: time: -1.00 / 0.62 -- class: smoker (with shove? 0)
L 08/13/2021 - 17:06:17: [optional/kether/l4d2_skill_detect.smx] Clear: 5 freed 9 from 3: time: 1.19 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 17:06:53: [optional/kether/l4d2_skill_detect.smx] Charge carry start: 1 - 2 -- time: 771.71
L 08/13/2021 - 17:06:56: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 1 - 2 - flags: 1 (alive? 1)
L 08/13/2021 - 17:06:59: [optional/kether/l4d2_skill_detect.smx] Clear: 7 freed 9 from 6: time: 4.19 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 17:06:59: [optional/kether/l4d2_skill_detect.smx] Clear: 7 freed 2 from 1: time: 5.13 / 6.04 -- class: charger (with shove? 0)
L 08/13/2021 - 17:07:44: [optional/kether/l4d2_skill_detect.smx] Clear: 7 freed 2 from 3: time: 1.65 / -1.00 -- class: jockey (with shove? 0)
L 08/13/2021 - 17:08:25: [optional/kether/l4d2_skill_detect.smx] Clear: 9 freed 5 from 6: time: 1.73 / 1.74 -- class: smoker (with shove? 0)
L 08/13/2021 - 17:08:32: [optional/kether/l4d2_skill_detect.smx] Clear: 7 freed 2 from 1: time: 0.62 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 17:09:46: [optional/kether/l4d2_skill_detect.smx] Clear: 7 freed 9 from 4: time: 1.71 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 17:10:42: [optional/kether/l4d2_skill_detect.smx] Clear: 5 freed 7 from 1: time: 1.70 / -1.00 -- class: jockey (with shove? 0)
L 08/13/2021 - 17:11:13: [optional/kether/l4d2_skill_detect.smx] Clear: 9 freed 7 from 3: time: -1.00 / 0.52 -- class: smoker (with shove? 0)
L 08/13/2021 - 17:11:27: [optional/kether/l4d2_skill_detect.smx] Clear: 7 freed 9 from 1: time: 1.17 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 17:11:44: [optional/kether/l4d2_skill_detect.smx] Clear: 5 freed 7 from 6: time: 3.70 / -1.00 -- class: jockey (with shove? 0)
L 08/13/2021 - 17:12:01: [optional/kether/l4d2_skill_detect.smx] Charge carry start: 1 - 9 -- time: 1079.58
L 08/13/2021 - 17:12:05: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 1 - 9 - flags: 1 (alive? 1)
L 08/13/2021 - 17:12:06: [optional/kether/l4d2_skill_detect.smx] Clear: 5 freed 9 from 1: time: 2.59 / 4.35 -- class: charger (with shove? 0)
L 08/13/2021 - 17:12:19: [optional/kether/l4d2_skill_detect.smx] Witch Crown Check: Failed: bungled: 0 / crowntype: 0 (entity: 540)
L 08/13/2021 - 17:12:19: [optional/kether/l4d2_skill_detect.smx] Witch Crown Check: Further details: attacker: Nexus, attacker dmg: 677, teamless dmg: 8
L 08/13/2021 - 17:12:26: [optional/kether/l4d2_skill_detect.smx] Clear: 9 freed 7 from 6: time: 0.74 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 17:12:49: [optional/kether/l4d2_skill_detect.smx] Clear: 9 freed 2 from 4: time: 5.61 / -1.00 -- class: jockey (with shove? 0)
L 08/13/2021 - 17:12:59: [optional/kether/l4d2_skill_detect.smx] Clear: 5 freed 7 from 6: time: 0.71 / 1137.53 -- class: charger (with shove? 0)
L 08/13/2021 - 17:14:06: [optional/kether/l4d2_skill_detect.smx] Charge carry start: 4 - 9 -- time: 1204.40
L 08/13/2021 - 17:14:09: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 4 - 2 - flags: 0 (alive? 1)
L 08/13/2021 - 17:14:10: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 4 - 9 - flags: 1 (alive? 1)
L 08/13/2021 - 17:14:12: [optional/kether/l4d2_skill_detect.smx] Clear: 2 freed 9 from 4: time: 4.38 / 6.07 -- class: charger (with shove? 0)
L 08/13/2021 - 17:14:40: [optional/kether/l4d2_skill_detect.smx] Clear: 7 freed 5 from 1: time: -1.00 / 2.08 -- class: smoker (with shove? 0)
L 08/13/2021 - 17:14:52: [optional/kether/l4d2_skill_detect.smx] Charge carry start: 3 - 9 -- time: 1249.92
L 08/13/2021 - 17:14:55: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 3 - 5 - flags: 0 (alive? 1)
L 08/13/2021 - 17:14:55: [optional/kether/l4d2_skill_detect.smx] Clear: 7 freed 9 from 3: time: 0.80 / 3.56 -- class: charger (with shove? 0)
L 08/13/2021 - 17:14:57: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 3 - 9 - flags: 1 (alive? 1)
L 08/13/2021 - 17:15:54: -------- Mapchange to c1m3_mall --------
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "30000")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "67000")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "67")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "67")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "67")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "67")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "33500")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "fps_max") (value "0")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "confogl_match_execcfg_plugins") (value "generalfixes.cfg;confogl_plugins.cfg;sharedplugins.cfg")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_addons_eclipse") (value "0")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allow_wait_command") (value "0")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "67000")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "67000")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "67")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "67")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "67")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "67")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nb_update_frequency") (value "0.03")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "33500")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_min_interp_ratio") (value "0")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_max_interp_ratio") (value "2")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "fps_max") (value "200")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mv_maxplayers") (value "16")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxplayers") (value "16")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allowdownload") (value "1")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_nth_joininfected") (value "1")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_nth_joinsurvivors") (value "1")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_nth_kill") (value "0")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_nth_spectate") (value "1")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_nth_message") (value "0")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_nth_timerrepeat") (value "9999")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "vs_max_team_switches") (value "9999")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mp_autoteambalance") (value "0")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_unlag_fixstuck") (value "1")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_brawl_chance") (value "0")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxunlag") (value "1")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_forcepreload") (value "1")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_predict") (value "1")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_cmdrate_difference") (value "0")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_sec_global") (value "10")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_sec") (value "3")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_window") (value "10")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_player_stuck_tolerance") (value "5")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_stats") (value "0")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_clockcorrection_msecs") (value "25")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_max_neighbor_range") (value "16")
L 08/13/2021 - 17:15:55: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nb_friction_forward") (value "0")
L 08/13/2021 - 17:17:41: [optional/kether/l4d2_skill_detect.smx] Clear: 3 freed 1 from 7: time: -1.00 / 0.68 -- class: smoker (with shove? 0)
L 08/13/2021 - 17:17:44: [optional/kether/l4d2_skill_detect.smx] Charge carry start: 9 - 4 -- time: 108.79
L 08/13/2021 - 17:17:47: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 9 - 4 - flags: 1 (alive? 1)
L 08/13/2021 - 17:17:49: [optional/kether/l4d2_skill_detect.smx] Clear: 4 freed 6 from 11: time: 3.43 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 17:18:29: [optional/kether/l4d2_skill_detect.smx] Charge carry start: 11 - 1 -- time: 154.00
L 08/13/2021 - 17:18:31: [optional/kether/l4d2_skill_detect.smx] Clear: 4 freed 1 from 11: time: 0.05 / 1.83 -- class: charger (with shove? 0)
L 08/13/2021 - 17:18:33: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 11 - 1 - flags: 1 (alive? 1)
L 08/13/2021 - 17:19:06: [optional/kether/l4d2_skill_detect.smx] Clear: 3 freed 6 from 11: time: 0.94 / -1.00 -- class: jockey (with shove? 0)
L 08/13/2021 - 17:19:10: [optional/kether/l4d2_skill_detect.smx] Clear: 1 freed 4 from 5: time: 1.17 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 17:19:18: [optional/kether/l4d2_skill_detect.smx] Charge carry start: 7 - 4 -- time: 203.20
L 08/13/2021 - 17:19:20: [optional/kether/l4d2_skill_detect.smx] Clear: 3 freed 4 from 7: time: 0.59 / 2.13 -- class: charger (with shove? 0)
L 08/13/2021 - 17:19:22: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 7 - 4 - flags: 1 (alive? 1)
L 08/13/2021 - 17:19:22: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 7 - 6 - flags: 0 (alive? 1)
L 08/13/2021 - 17:19:41: [optional/kether/l4d2_skill_detect.smx] Clear: 3 freed 6 from 9: time: 3.53 / 6.02 -- class: smoker (with shove? 0)
L 08/13/2021 - 17:20:01: [optional/kether/l4d2_skill_detect.smx] Clear: 3 freed 4 from 7: time: 1.20 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 17:21:32: [optional/kether/l4d2_skill_detect.smx] Charge carry start: 5 - 4 -- time: 337.10
L 08/13/2021 - 17:21:34: [optional/kether/l4d2_skill_detect.smx] Clear: 3 freed 4 from 9: time: 0.85 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 17:21:35: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 5 - 4 - flags: 17 (alive? 1)
L 08/13/2021 - 17:21:35: [optional/kether/l4d2_skill_detect.smx] Clear: 3 freed 6 from 11: time: 1.04 / 2.26 -- class: smoker (with shove? 0)
L 08/13/2021 - 17:21:35: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 5 - 1 - flags: 0 (alive? 1)
L 08/13/2021 - 17:21:35: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 5 - 6 - flags: 0 (alive? 1)
L 08/13/2021 - 17:21:38: [optional/kether/l4d2_skill_detect.smx] Witch Crown Check: Failed: bungled: 1 / crowntype: 0 (entity: 391)
L 08/13/2021 - 17:21:38: [optional/kether/l4d2_skill_detect.smx] Witch Crown Check: Further details: attacker: DespaKid, attacker dmg: 56, teamless dmg: 4
L 08/13/2021 - 17:22:04: [optional/kether/l4d2_skill_detect.smx] Clear: 3 freed 1 from 7: time: 0.94 / -1.00 -- class: jockey (with shove? 0)
L 08/13/2021 - 17:22:19: [optional/kether/l4d2_skill_detect.smx] Clear: 3 freed 4 from 11: time: -1.00 / 0.98 -- class: smoker (with shove? 0)
L 08/13/2021 - 17:22:21: [optional/kether/l4d2_skill_detect.smx] Clear: 1 freed 4 from 5: time: 0.05 / 386.62 -- class: charger (with shove? 0)
L 08/13/2021 - 17:22:44: [optional/kether/l4d2_skill_detect.smx] Clear: 6 freed 4 from 7: time: 1.65 / -1.00 -- class: hunter (with shove? 1)
L 08/13/2021 - 17:22:58: [optional/kether/l4d2_skill_detect.smx] Clear: 4 freed 1 from 5: time: 4.98 / -1.00 -- class: jockey (with shove? 1)
L 08/13/2021 - 17:25:19: [optional/kether/l4d2_skill_detect.smx] Charge carry start: 1 - 9 -- time: 564.35
L 08/13/2021 - 17:25:22: [optional/kether/l4d2_skill_detect.smx] Clear: 11 freed 9 from 1: time: 0.34 / 2.70 -- class: charger (with shove? 0)
L 08/13/2021 - 17:25:24: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 1 - 9 - flags: 1 (alive? 1)
L 08/13/2021 - 17:25:58: [optional/kether/l4d2_skill_detect.smx] Charge carry start: 3 - 7 -- time: 603.19
L 08/13/2021 - 17:26:00: [optional/kether/l4d2_skill_detect.smx] Clear: 5 freed 7 from 3: time: 0.74 / 1.59 -- class: charger (with shove? 0)
L 08/13/2021 - 17:26:01: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 3 - 7 - flags: 1 (alive? 1)
L 08/13/2021 - 17:26:04: [optional/kether/l4d2_skill_detect.smx] Clear: 11 freed 7 from 1: time: 0.52 / 2.04 -- class: smoker (with shove? 0)
L 08/13/2021 - 17:26:11: [optional/kether/l4d2_skill_detect.smx] Clear: 9 freed 7 from 4: time: 3.76 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 17:26:47: [optional/kether/l4d2_skill_detect.smx] Clear: 7 freed 5 from 4: time: -1.00 / 0.71 -- class: smoker (with shove? 0)
L 08/13/2021 - 17:27:21: [optional/kether/l4d2_skill_detect.smx] Charge carry start: 6 - 9 -- time: 685.89
L 08/13/2021 - 17:27:22: [optional/kether/l4d2_skill_detect.smx] Clear: 5 freed 9 from 6: time: 0.28 / 1.35 -- class: charger (with shove? 0)
L 08/13/2021 - 17:27:24: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 6 - 9 - flags: 1 (alive? 1)
L 08/13/2021 - 17:28:54: [optional/kether/l4d2_skill_detect.smx] Charge carry start: 3 - 9 -- time: 779.23
L 08/13/2021 - 17:28:55: [optional/kether/l4d2_skill_detect.smx] Clear: 7 freed 9 from 3: time: 0.00 / 0.89 -- class: charger (with shove? 0)
L 08/13/2021 - 17:28:58: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 3 - 9 - flags: 1 (alive? 1)
L 08/13/2021 - 17:28:58: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 3 - 5 - flags: 0 (alive? 1)
L 08/13/2021 - 17:29:08: [optional/kether/l4d2_skill_detect.smx] Witch Crown Check: Failed: bungled: 0 / crowntype: 0 (entity: 138)
L 08/13/2021 - 17:29:08: [optional/kether/l4d2_skill_detect.smx] Witch Crown Check: Further details: attacker: Bar☢, attacker dmg: 342, teamless dmg: 12
L 08/13/2021 - 17:29:24: [optional/kether/l4d2_skill_detect.smx] Clear: 9 freed 11 from 6: time: 2.52 / -1.00 -- class: jockey (with shove? 0)
L 08/13/2021 - 17:29:37: [optional/kether/l4d2_skill_detect.smx] Clear: 11 freed 7 from 1: time: 1.19 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 17:29:42: [optional/kether/l4d2_skill_detect.smx] Charge carry start: 4 - 7 -- time: 827.59
L 08/13/2021 - 17:29:45: [optional/kether/l4d2_skill_detect.smx] Clear: 11 freed 7 from 4: time: 0.00 / 2.16 -- class: charger (with shove? 0)
L 08/13/2021 - 17:29:47: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 4 - 5 - flags: 0 (alive? 1)
L 08/13/2021 - 17:29:48: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 4 - 7 - flags: 1 (alive? 1)
L 08/13/2021 - 17:29:50: [optional/kether/l4d2_skill_detect.smx] Clear: 7 freed 5 from 3: time: 2.16 / 5.32 -- class: smoker (with shove? 0)
